Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Rs,warranty_status,Image_URL
Asus,Zenbook 3,ce330198,14,8,Windows 10,1.1,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,102150,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,Chromebook X360,fd09c780,11.6,8,Chrome OS,1.4,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,44550,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
LG,Gram 15Z975,1ec5eef7,15.6,8,Windows 10,1.09,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,HD Graphics 620,206910,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Acer,Aspire VX5-591G,251af328,15.6,16,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,116910,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
MSI,GV62M 7RD,f3cc541b,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,89811,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),fed38ea6,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,37710,In Progress,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Dell,Alienware 15,f0358840,15.6,16,Windows 10,3.21,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,184590,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,17-bs000nv I3,f9d4e9ee,17.3,4,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,2,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 520,62910,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,Yoga 730,f1d9ccce,13.3,8,Windows 10,1.19,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,134910,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Dell,Alienware 15,0549355f,15.6,16,Windows 10,3.49,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,253237.5,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,250 G6,24beb350,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon 520,55134.9,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Inspiron 3567,be04c340,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,49110.3,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,606f5e84,17.3,6,Windows 10,2.65,Full HD,1920,1080,No,Yes,No,AMD,2.4,A10-Series 9600P,2048,0,HDD,No,AMD,Radeon R7 M440,51210,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),1f5d8daa,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510,28620,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Acer,Chromebook 14,9e98db3c,14,4,Chrome OS,1.45,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,32,0,Flash Storage,No,Intel,HD Graphics 510,33750,Under Warranty,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Lenovo,IdeaPad 520s-14IKB,1a446c27,14,4,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,62910,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,ZBook 17,2f438b19,17.3,8,Windows 10,3.14,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,500,0,HDD,No,Nvidia,Quadro M1200,171719.1,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Lenovo,ThinkPad X1,35526d38,14,8,Windows 10,1.42,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,233100,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Toshiba,Satellite Pro,5395a3c4,13.3,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,87570,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Acer,TravelMate B117-M,a31bf1d7,11.6,4,Windows 10,1.4,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,32,0,Flash Storage,No,Intel,HD Graphics,24210,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,Yoga 910-13IKB,e14037ad,14,16,Windows 10,1.38,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,157410,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Asus,Chromebook Flip,895459a1,12.5,4,Chrome OS,1.2,Full HD,1920,1080,Yes,No,No,Intel,0.9,Core M M3-6Y30,64,0,Flash Storage,No,Intel,HD Graphics 515,60210,In Progress,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Toshiba,Portege Z30T-C-133,62b3f3df,13.3,16,Windows 10,1.36,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,168930,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,5de29c08,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530,62010,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 5577,a18d97ae,15.6,8,Windows 10,2.56,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,73710,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,IdeaPad 320-15AST,1cb648fc,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,AMD,2.9,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530,35910,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,IdeaPad 320-15ABR,4deadbc5,15.6,8,Windows 10,2.2,Standard,1366,768,No,No,No,AMD,3.6,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7,38610,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),3493418f,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620,55930.5,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,30e275ab,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,40500,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Dell,Vostro 5568,05e49374,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,71550,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Acer,Spin 5,7183c64a,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,89910,Warranty Expired,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Lenovo,ThinkPad P51s,4bd5f193,15.6,16,Windows 7,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M,166950,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,Thinkpad T460p,34c7dc90,14,8,Windows 10,1.8,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6300HQ,256,0,SSD,No,Intel,HD Graphics 520,107190,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,a679f687,17.3,6,Windows 10,2.71,Full HD,1920,1080,No,Yes,No,AMD,2.5,A10-Series 9620P,2048,0,HDD,No,AMD,Radeon 530,58950.9,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
Lenovo,Legion Y520-15IKBN,bac214d5,15.6,8,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,112410,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Dell,Latitude 5480,de71e25a,14,8,Linux,1.64,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,98010,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Dell,Vostro 5568,e7a73b42,15.6,8,Linux,1.98,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,65340,Warranty Expired,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Asus,VivoBook E403NA,273f2977,14,4,Windows 10,1.5,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,26820,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Dell,Latitude 5580,58f93338,15.6,16,Windows 10,1.93,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,512,0,SSD,No,Intel,HD Graphics 620,128399.4,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Thinkpad E470,e9409a72,14,8,Windows 10,1.87,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,77136.3,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Dell,Latitude 5580,04a159ff,15.6,8,Windows 10,1.9,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,106110,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),283b3ba6,15.6,4,Windows 10,2.19,Standard,1366,768,No,No,No,AMD,2,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4,26820,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Mediacom,Smartbook 142,f561f71c,14,4,Windows 10,1.4,Full HD,1920,1200,No,Yes,No,Intel,1.92,Atom Z8350,32,0,HDD,No,Intel,HD Graphics 400,23850,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,ProBook 470,7d0bb371,17.3,8,Windows 10,2.63,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,108000,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
Lenovo,ThinkPad X1,5ffbb013,14,8,Windows 10,1.17,Quad HD+,2560,1440,No,Yes,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,151797.6,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
HP,Pavilion X360,892c37e4,13.3,8,Windows 10,1.58,Standard,1366,768,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,75294,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,ThinkPad T470s,990d2552,14,8,Windows 10,1.32,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,134910,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Alienware 17,1df3e0b7,17.3,32,Windows 10,4.36,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070,329346,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
MSI,GL72M 7REX,625b97f9,17.3,8,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,121363.2,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,7df2ca68,15.6,4,No OS,1.9,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,44091,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 5570,74e6ff9b,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,64710,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Dell,Inspiron 5378,2519357d,13.3,4,Windows 10,1.71,Full HD,1920,1080,Yes,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,58410,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 5567,0c8e1156,15.6,8,Linux,2.32,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,53056.8,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,2ca75ae8,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520,44010,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Acer,Predator 17,c2ed169d,17.3,16,Windows 10,4.2,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,174150,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 3567,e2278cbc,15.6,12,Windows 10,2.25,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,58410,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,15-BW091ND (A9-9420/6GB/1TB,dedecd48,15.6,6,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,3,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520,58500,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
Acer,Extensa EX2540-58KR,4451cb0b,15.6,4,Windows 10,2.4,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,50310,In Progress,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Lenovo,ThinkPad 13,f7fc19b2,13.3,8,Windows 10,1.44,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,86400,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),497f4828,15.6,4,Windows 10,1.85,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,70110,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,ZBook 15,a95b9c6b,15.6,16,Windows 10,2.6,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,217710,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Inspiron 5379,80d31073,13.3,8,Windows 10,1.55,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,59310,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
MSI,GS63VR 7RF,8.35E+39,15.6,16,Windows 10,1.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,188503.2,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Acer,Aspire ES1-572,bce37656,15.6,4,Windows 10,2.4,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,36972,In Progress,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Dell,Inspiron 7560,1d356e93,15.6,8,Windows 10,2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,108630,Warranty Expired,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Dell,Vostro 3568,2a14cb29,15.6,8,Windows 10,2,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,59850,Under Warranty,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Toshiba,Tecra X40-D-10G,1ee31860,14,8,Windows 10,1.25,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,138150,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Lenovo,Flex 5,3dff1b0a,14,8,Windows 10,1.7,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,89910,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,Thinkpad P51s,59af4eea,15.6,16,Windows 10,2.5,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Nvidia,Quadro M520M,296910,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Acer,Chromebook 14,11f6bccb,14,2,Chrome OS,1.68,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,29700,Under Warranty,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
Samsung,Notebook 9,6ecc87be,13.3,16,Windows 10,0.81,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,148410,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,250 G6,b709143c,15.6,8,Windows 10,1.86,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,48510,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Latitude 5480,553e7040,14,8,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,101403.9,Under Warranty,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,Zbook 17,2f979e20,17.3,16,Windows 7,3,Full HD,1920,1080,No,Yes,No,Intel,2.9,Xeon E3-1535M v5,256,0,SSD,No,Nvidia,Quadro M2000M,395010,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Lenovo,N23 (N3060/4GB/128GB/W10),a5b99714,11.6,4,Windows 10,1.4,Standard,1366,768,Yes,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,42750,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
HP,EliteBook 850,93c6227c,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,171000,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,40da1520,15.6,4,No OS,2.45,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,52110,In Progress,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Lenovo,Thinkpad T460,e31a44e1,14,4,Windows 10,1.7,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,98640,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Asus,Pro P2540UA-XO0192R,2ae1481d,15.6,4,Windows 10,2.37,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,76491,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,Yoga 900-13ISK,783475f2,13.3,8,Windows 10,1.3,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.8,Core i5 6260U,256,0,SSD,No,Intel,HD Graphics 540,107910,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,15-cb003na (i5-7300HQ/8GB/1TB,0be615d8,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,98910,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
HP,ZBook 15,675c642e,15.6,8,Windows 7,2.59,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,140490,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Alienware 17,2b4e2978,15.6,16,Windows 10,4.42,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,258209.1,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Acer,Aspire 3,0a5eb540,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,53910,In Progress,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Lenovo,Legion Y520-15IKBN,3860e733,15.6,8,Windows 10,2.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,94320,Under Warranty,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Dell,Latitude 7280,c6d02410,12.5,16,Windows 10,1.18,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,167310,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Google,Pixelbook (Core,b3bed378,12.3,8,Chrome OS,1.1,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,256,0,SSD,No,Intel,HD Graphics 615,140310,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Asus,Zenbook UX330UA-AH5Q,8d57421b,13.3,8,Windows 10,1.2,Quad HD+,3200,1800,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,101610,Under Warranty,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Dell,Latitude 3380,78075243,13.3,4,Windows 10,1.65,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,76410,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Acer,TravelMate P238-M,4de7818c,13.3,4,Windows 10,1.6,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,58950,Warranty Expired,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,9d4437f3,17.3,4,Windows 10,2.8,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Nvidia,GeForce 920MX,42330.6,In Progress,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Dell,Inspiron 7559,5ca33a8f,15.6,16,Windows 10,2.72,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,98910,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Samsung,Notebook 9,bef188f8,13.3,8,Windows 10,1.31,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,143910,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Acer,Aspire A315-31,683f100f,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,26820,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 5567,6cc920bc,15.6,16,Windows 10,2.3,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,106314.3,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Samsung,Notebook 9,05787efb,15,16,Windows 10,1.71,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon 540,161910,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Toshiba,Tecra A40-C-1E5,48f0513b,14,4,Windows 10,1.75,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,91800,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Dell,Inspiron 7567,6ee35fa7,15.6,8,Windows 10,2.62,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,98910,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,EliteBook 820,37ba548e,12.5,4,Windows 10,1.26,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,111960,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,a68a6a4e,15.6,12,Windows 10,2.3,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Nvidia,GeForce 940MX,75510,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
